"200","0.10539619272428098"
"616","0.13463958414492494"
"1032","0.137320690244387"
"1448","0.13910415973274237"
"1864","0.13856464444839287"
"2280","0.17552368139886432"
"2696","0.2013933261436914"
"3112","0.2025750816576765"
"3528","0.2552476027529403"
"3944","0.2623432469204772"
"4360","0.25442875340927207"
"4776","0.2557417870414776"
"5192","0.25460685179795783"
"5608","0.2559341866135332"
"6024","0.25434940501731035"
"6440","0.25510835766533835"
"6856","0.2551155293014002"
"7272","0.31096189126856727"
"7688","0.31263727611435016"
"8104","0.32209005936307017"
"8520","0.32881460500619525"
"8936","0.3839207513821027"
"9352","0.3861708226954642"
"9768","0.38726998742852387"
"10184","0.44593308922798086"
"10600","0.45648681145778286"
"11016","0.4778784581567901"
"11432","0.4979631589665989"
"11848","0.5001054359418324"
"12264","0.4943651546053508"
"12680","0.49914511922325294"
"13096","0.5006696756887481"
"13512","0.49712925016626713"
"13928","0.4961457658374263"
"14344","0.5196009970318856"
"14760","0.5144128352623493"
"15176","0.516104414419931"
"15592","0.5168920756179671"
"16008","0.5159752476416906"
"16424","0.5143710698926067"
"16840","0.5131756526774454"
"17256","0.5131356809573399"
"17672","0.5134539696777206"
"18088","0.5179398111965225"
"18504","0.5210717186882177"
"18920","0.519914355982898"
"19336","0.5214296357812571"
"19752","0.5215369804684598"
"20168","0.5245246467048799"
"20584","0.523601408365821"
"21000","0.5249922605974028"
"21416","0.5238221100461353"
"21832","0.5217816673901025"
"22248","0.5258201669037057"
"22664","0.5270806658538721"
"23080","0.5327206233132182"
"23496","0.5371447643585539"
"23912","0.5825721139872284"
"24328","0.6235381199333457"
"24744","0.5890682896771783"
